3,0,1,"passability/0,0"
3,0,10,"tilesheet/1,1"
0,4,10,"tilesheet/1,2"
4,3,10,"tilesheet/1,1"
1,4,10,"tilesheet/1,2"
4,1,1,"passability/0,0"
4,1,10,"tilesheet/1,1"
1,0,5,"tilesheet/1,6"
1,0,30,"obstacles/3,0"
0,1,1,"passability/0,0"
0,1,10,"tilesheet/1,0"
0,1,11,"tilesheet/1,8"
0,1,5,"tilesheet/0,7"
1,3,10,"tilesheet/1,3"
4,2,1,"passability/0,0"
4,2,10,"tilesheet/1,3"
1,1,1,"passability/0,0"
1,1,10,"tilesheet/1,0"
1,1,11,"tilesheet/2,8"
0,0,5,"tilesheet/0,6"
0,0,30,"obstacles/2,0"
3,4,10,"tilesheet/1,2"
2,1,1,"passability/0,0"
2,1,10,"tilesheet/1,1"
2,2,1,"passability/0,0"
2,2,10,"tilesheet/1,1"
0,3,10,"tilesheet/2,3"
4,4,10,"tilesheet/1,2"
4,0,1,"passability/0,0"
4,0,10,"tilesheet/1,1"
1,2,1,"passability/0,0"
1,2,10,"tilesheet/1,1"
2,0,1,"passability/0,0"
2,0,10,"tilesheet/0,0"
2,0,5,"tilesheet/0,6"
2,3,10,"tilesheet/2,3"
0,2,1,"passability/0,0"
0,2,10,"tilesheet/1,1"
3,2,1,"passability/0,0"
3,2,10,"tilesheet/1,1"
2,4,10,"tilesheet/1,2"
3,3,10,"tilesheet/1,1"
3,1,1,"passability/0,0"
3,1,10,"tilesheet/1,3"
