0,1,1,"passability/0,0"
0,2,1,"passability/0,0"
0,3,1,"passability/0,0"
0,4,1,"passability/0,0"
0,0,5,"tilesheet/1,6"
0,1,5,"tilesheet/1,7"
0,2,5,"tilesheet/1,6"
0,3,5,"tilesheet/1,7"
0,4,5,"tilesheet/1,6"
0,0,10,"tilesheet/0,1"
1,0,10,"tilesheet/1,1"
2,0,10,"tilesheet/2,1"
0,1,10,"tilesheet/0,1"
1,1,10,"tilesheet/1,1"
2,1,10,"tilesheet/2,1"
0,2,10,"tilesheet/0,1"
1,2,10,"tilesheet/1,1"
2,2,10,"tilesheet/1,1"
3,2,10,"tilesheet/2,0"
0,3,10,"tilesheet/0,1"
1,3,10,"tilesheet/1,1"
2,3,10,"tilesheet/1,1"
3,3,10,"tilesheet/2,1"
0,4,10,"tilesheet/0,1"
1,4,10,"tilesheet/1,1"
2,4,10,"tilesheet/1,1"
3,4,10,"tilesheet/2,1"
